"['west', 0.2, 2.5, 'X', 1000.0, 15.0, 'X', 'X', 'X']"
time,score,WD,WS,pressure,temperature,RH
2018/9/28 23:00,0.6621621621621621,west,1.7,956.4,23.7,83
2018/9/29 02:00,0.6621621621621621,west,1.1,955.3,23.0,84
2018/9/29 04:00,0.6621621621621621,west,1.5,954.3,22.3,83
2018/9/29 05:00,0.6621621621621621,west,1.2,954.5,22.1,83
2018/10/2 17:00,0.6621621621621621,west,2.2,961.7,26.8,51
2018/10/5 09:00,0.6621621621621621,west,0.8,960.0,22.9,69
2018/10/6 17:00,0.6621621621621621,west,1.3,962.3,27.8,60
2018/10/11 16:00,0.6621621621621621,west,1.9,963.3,25.4,70
2018/10/12 12:00,0.6621621621621621,west,0.8,966.8,23.6,82
2018/10/13 13:00,0.6621621621621621,west,2.0,964.8,29.0,49
2018/10/13 15:00,0.6621621621621621,west,1.7,963.8,27.4,63
2018/10/13 16:00,0.6621621621621621,west,1.8,964.1,27.0,62
2018/10/13 17:00,0.6621621621621621,west,2.1,964.4,25.4,67
2018/11/1 00:00,0.6621621621621621,west,1.5,962.9,19.9,93
2018/11/1 01:00,0.6621621621621621,west,0.6,962.0,19.9,93
2018/11/1 03:00,0.6621621621621621,west,0.5,962.1,19.6,93
2018/11/2 09:00,0.6621621621621621,west,0.6,964.2,23.3,69
2018/11/2 12:00,0.6621621621621621,west,1.9,962.8,26.0,60
2018/11/2 13:00,0.6621621621621621,west,1.7,962.2,25.3,61
2018/11/24 13:00,0.6621621621621621,west,2.2,965.9,27.3,29
2018/11/27 10:00,0.6621621621621621,west,0.5,968.3,20.9,78
2018/11/28 02:00,0.6621621621621621,west,0.6,967.3,19.1,96
2018/11/28 05:00,0.6621621621621621,west,0.5,967.4,18.9,98
2018/12/5 12:00,0.6621621621621621,west,1.1,964.7,27.8,43
2018/12/5 13:00,0.6621621621621621,west,0.8,963.4,28.9,43
2018/12/7 12:00,0.6621621621621621,west,1.4,965.7,26.6,60
2018/12/9 12:00,0.6621621621621621,west,1.4,966.2,27.5,45
2018/12/16 09:00,0.6621621621621621,west,0.4,971.4,20.7,78
2018/1/4 20:00,0.6486486486486487,west,0.8,965.6,16.3,99
2018/1/23 17:00,0.6486486486486487,west,1.5,962.0,22.5,60
2018/1/24 23:00,0.6486486486486487,west,0.7,964.1,15.5,99
2018/1/25 03:00,0.6486486486486487,west,0.4,963.6,14.2,99
2018/1/25 04:00,0.6486486486486487,west,0.3,963.5,13.9,99
2018/1/25 07:00,0.6486486486486487,west,0.5,964.6,13.2,99
2018/1/28 06:00,0.6486486486486487,west,0.7,962.4,15.5,99
2018/1/28 19:00,0.6486486486486487,west,1.0,961.8,17.8,99
2018/1/29 15:00,0.6486486486486487,west,1.4,963.0,14.5,99
2018/2/2 20:00,0.6486486486486487,west,1.9,969.2,12.6,99
2018/2/3 02:00,0.6486486486486487,west,0.9,969.2,11.6,99
2018/2/11 19:00,0.6486486486486487,west,1.1,969.2,14.3,97
2018/2/13 01:00,0.6486486486486487,west,0.4,972.4,13.2,88
2018/2/13 02:00,0.6486486486486487,west,1.1,972.0,12.5,93
2018/2/17 19:00,0.6486486486486487,west,0.6,965.7,20.7,80
2018/2/18 01:00,0.6486486486486487,west,0.3,966.6,18.1,99
2018/2/18 14:00,0.6486486486486487,west,1.7,964.8,25.3,51
2018/2/22 03:00,0.6486486486486487,west,0.3,963.6,18.3,94
2018/2/24 21:00,0.6486486486486487,west,0.5,968.0,19.0,94
2018/2/25 01:00,0.6486486486486487,west,0.4,967.4,17.2,99
2018/2/26 17:00,0.6486486486486487,west,2.4,964.8,23.0,60
2018/3/6 14:00,0.6486486486486487,west,2.0,964.4,24.9,75
2018/3/6 19:00,0.6486486486486487,west,1.1,965.4,21.3,90
2018/3/7 12:00,0.6486486486486487,west,1.7,965.5,21.7,79
2018/3/7 18:00,0.6486486486486487,west,1.3,962.9,21.2,85
2018/3/9 14:00,0.6486486486486487,west,2.5,966.6,13.8,87
2018/3/9 21:00,0.6486486486486487,west,0.4,969.0,13.0,99
2018/3/13 12:00,0.6486486486486487,west,1.1,966.2,23.1,41
2018/3/15 20:00,0.6486486486486487,west,0.3,965.0,18.3,99
2018/3/16 19:00,0.6486486486486487,west,0.3,964.2,21.6,91
2018/3/16 20:00,0.6486486486486487,west,0.7,965.2,20.1,99
2018/3/18 01:00,0.6486486486486487,west,0.7,966.6,18.0,99
2018/3/20 20:00,0.6486486486486487,west,1.2,961.6,19.3,99
2018/3/25 16:00,0.6486486486486487,west,2.3,966.6,24.0,36
2018/4/2 13:00,0.6486486486486487,west,2.4,962.7,25.4,56
2018/4/5 21:00,0.6486486486486487,west,0.3,962.6,23.0,78
2018/4/9 05:00,0.6486486486486487,west,0.3,968.5,12.6,97
2018/4/10 17:00,0.6486486486486487,west,2.1,962.9,25.9,49
2018/4/15 03:00,0.6486486486486487,west,0.3,961.0,22.2,99
2018/4/15 05:00,0.6486486486486487,west,0.6,961.2,21.8,99
2018/4/19 13:00,0.6486486486486487,west,2.0,964.1,25.5,61
2018/4/20 16:00,0.6486486486486487,west,0.7,964.2,25.6,55
2018/4/20 20:00,0.6486486486486487,west,0.5,963.9,22.2,87
2018/5/1 12:00,0.6486486486486487,west,0.9,963.6,30.1,55
2018/5/2 15:00,0.6486486486486487,west,1.9,961.2,30.8,56
2018/5/3 11:00,0.6486486486486487,west,1.8,964.3,30.1,62
2018/5/4 14:00,0.6486486486486487,west,0.3,965.2,26.9,73
2018/5/11 09:00,0.6486486486486487,west,0.7,965.3,25.4,77
2018/5/12 05:00,0.6486486486486487,west,0.3,962.2,20.5,99
2018/5/13 16:00,0.6486486486486487,west,2.2,960.3,29.3,70
2018/5/14 13:00,0.6486486486486487,west,0.9,960.6,30.3,55
2018/5/20 09:00,0.6486486486486487,west,0.6,961.1,28.7,61
2018/5/24 01:00,0.6486486486486487,west,0.4,960.5,24.7,99
2018/5/24 19:00,0.6486486486486487,west,1.0,960.1,27.6,67
2018/5/25 04:00,0.6486486486486487,west,0.8,960.1,23.0,99
2018/5/25 07:00,0.6486486486486487,west,0.7,961.4,23.7,99
2018/5/29 14:00,0.6486486486486487,west,2.5,959.7,32.9,59
2018/6/3 11:00,0.6486486486486487,west,2.2,959.5,30.7,61
2018/6/3 12:00,0.6486486486486487,west,1.9,959.0,32.1,55
2018/6/3 20:00,0.6486486486486487,west,0.6,958.7,28.0,77
2018/6/5 06:00,0.6486486486486487,west,0.5,960.6,23.9,99
2018/6/11 17:00,0.6486486486486487,west,2.3,951.2,28.1,91
2018/6/13 11:00,0.6486486486486487,west,1.2,951.2,30.8,56
2018/6/16 16:00,0.6486486486486487,west,2.0,953.1,31.2,59
2018/6/26 13:00,0.6486486486486487,west,1.3,961.6,30.5,62
2018/6/27 14:00,0.6486486486486487,west,2.3,959.6,31.2,58
2018/6/27 15:00,0.6486486486486487,west,2.5,959.1,31.9,59
2018/6/27 16:00,0.6486486486486487,west,2.4,958.8,31.7,60
2018/6/28 16:00,0.6486486486486487,west,2.3,956.8,27.3,91
2018/7/9 20:00,0.6486486486486487,west,0.8,956.7,27.5,99
2018/7/10 12:00,0.6486486486486487,west,1.5,954.3,31.0,54
2018/7/12 17:00,0.6486486486486487,west,1.4,956.1,29.1,82
2018/7/12 21:00,0.6486486486486487,west,0.3,958.1,26.5,99
2018/7/16 09:00,0.6486486486486487,west,0.6,955.7,28.3,69
2018/7/16 11:00,0.6486486486486487,west,1.4,954.9,30.3,61
2018/7/17 08:00,0.6486486486486487,west,1.0,954.4,26.8,100
2018/7/28 13:00,0.6486486486486487,west,2.1,956.9,31.1,62
2018/7/28 18:00,0.6486486486486487,west,2.2,955.8,28.4,82
2018/8/8 15:00,0.6486486486486487,west,2.1,954.9,32.6,53
2018/8/9 12:00,0.6486486486486487,west,1.8,956.5,30.7,60
2018/8/9 14:00,0.6486486486486487,west,2.3,955.7,31.6,61
2018/8/10 08:00,0.6486486486486487,west,0.6,956.6,26.3,99
2018/8/11 01:00,0.6486486486486487,west,0.3,954.7,25.3,99
2018/8/12 11:00,0.6486486486486487,west,1.3,949.7,30.5,62
2018/9/6 13:00,0.6486486486486487,west,2.2,956.4,29.8,63
2018/9/7 12:00,0.6486486486486487,west,2.1,957.0,30.7,59
2018/9/23 14:00,0.6486486486486487,west,2.3,961.4,31.4,50
2018/9/23 22:00,0.6486486486486487,west,0.4,963.6,25.6,83
2018/9/26 15:00,0.6486486486486487,west,2.3,954.8,28.8,60
2018/10/3 12:00,0.6486486486486487,west,2.2,962.2,27.3,51
2018/10/4 13:00,0.6486486486486487,west,1.9,958.1,25.7,58
2018/10/5 16:00,0.6486486486486487,west,2.4,958.1,27.6,55
2018/10/5 21:00,0.6486486486486487,west,0.4,961.8,22.3,78
2018/10/6 10:00,0.6486486486486487,west,1.1,963.3,27.4,56
2018/10/7 17:00,0.6486486486486487,west,2.3,961.7,27.7,60
2018/10/17 15:00,0.6486486486486487,west,2.5,959.9,24.5,76
2018/10/23 21:00,0.6486486486486487,west,0.4,966.7,22.1,84
2018/10/27 15:00,0.6486486486486487,west,2.4,963.5,27.4,49
2018/10/27 18:00,0.6486486486486487,west,0.5,965.1,23.9,56
2018/11/11 12:00,0.6486486486486487,west,1.5,966.1,27.2,52
2018/11/12 17:00,0.6486486486486487,west,1.4,962.3,23.5,73
2018/11/13 21:00,0.6486486486486487,west,0.5,963.4,20.6,82
2018/11/13 22:00,0.6486486486486487,west,0.3,963.9,19.7,85
2018/12/25 15:00,0.6486486486486487,west,2.1,961.1,26.1,59
2018/1/3 17:00,0.6351351351351351,west,1.5,965.6,20.8,73
2018/1/9 22:00,0.6351351351351351,west,1.2,969.8,11.8,99
2018/1/14 14:00,0.6351351351351351,west,1.5,967.1,20.3,26
2018/1/22 00:00,0.6351351351351351,west,0.4,963.0,18.9,99
2018/1/26 14:00,0.6351351351351351,west,1.9,961.7,26.1,40
2018/1/30 00:00,0.6351351351351351,west,0.9,966.3,12.1,99
2018/1/31 19:00,0.6351351351351351,west,1.2,965.4,16.0,99
2018/2/1 00:00,0.6351351351351351,west,1.2,966.4,14.1,99
2018/2/5 01:00,0.6351351351351351,west,1.6,971.1,7.9,99
2018/2/11 03:00,0.6351351351351351,west,1.0,966.0,15.6,99
2018/2/27 14:00,0.6351351351351351,west,2.1,963.7,23.8,57
2018/3/2 13:00,0.6351351351351351,west,1.6,961.6,26.9,51
2018/3/2 14:00,0.6351351351351351,west,1.7,960.4,27.0,52
2018/3/3 16:00,0.6351351351351351,west,2.0,959.9,29.0,59
2018/3/9 04:00,0.6351351351351351,west,0.6,965.6,11.8,99
2018/3/11 11:00,0.6351351351351351,west,0.5,970.5,19.8,40
2018/3/26 20:00,0.6351351351351351,west,0.3,965.8,19.6,78
2018/3/29 17:00,0.6351351351351351,west,2.2,961.7,24.4,65
2018/4/2 01:00,0.6351351351351351,west,0.3,963.2,20.3,99
2018/4/7 18:00,0.6351351351351351,west,0.3,969.0,15.7,87
2018/4/9 14:00,0.6351351351351351,west,2.1,965.3,25.5,37
2018/4/10 15:00,0.6351351351351351,west,2.1,962.7,27.9,41
2018/4/11 13:00,0.6351351351351351,west,2.0,961.6,29.8,50
2018/4/11 20:00,0.6351351351351351,west,1.8,961.6,24.6,93
2018/4/13 11:00,0.6351351351351351,west,1.0,964.2,27.3,50
2018/4/14 12:00,0.6351351351351351,west,1.9,961.6,30.7,52
2018/4/18 15:00,0.6351351351351351,west,1.8,962.8,26.8,58
2018/4/21 16:00,0.6351351351351351,west,2.3,961.6,26.7,73
2018/4/24 14:00,0.6351351351351351,west,0.9,959.3,22.1,99
2018/4/24 15:00,0.6351351351351351,west,0.4,959.0,21.1,99
2018/4/26 21:00,0.6351351351351351,west,0.8,964.6,23.4,93
2018/4/27 13:00,0.6351351351351351,west,1.4,964.4,26.6,67
2018/4/28 03:00,0.6351351351351351,west,0.7,964.5,21.6,99
2018/4/28 16:00,0.6351351351351351,west,0.6,962.8,27.2,69
2018/4/29 18:00,0.6351351351351351,west,1.0,962.1,24.4,91
2018/5/2 12:00,0.6351351351351351,west,1.4,963.1,30.4,52
2018/5/2 13:00,0.6351351351351351,west,2.1,962.4,30.5,54
2018/5/5 12:00,0.6351351351351351,west,1.2,965.8,29.5,56
2018/5/8 21:00,0.6351351351351351,west,0.4,962.1,23.0,99
2018/5/10 11:00,0.6351351351351351,west,1.7,965.0,27.7,74
2018/5/10 16:00,0.6351351351351351,west,2.0,962.8,28.5,60
2018/5/12 20:00,0.6351351351351351,west,0.7,961.5,24.8,94
2018/5/15 20:00,0.6351351351351351,west,1.3,961.2,25.9,97
2018/5/19 13:00,0.6351351351351351,west,1.8,958.6,31.2,54
2018/6/6 01:00,0.6351351351351351,west,0.6,960.9,23.0,99
2018/6/7 04:00,0.6351351351351351,west,0.4,958.7,24.2,99
2018/6/7 11:00,0.6351351351351351,west,2.0,957.9,30.7,69
2018/6/16 10:00,0.6351351351351351,west,1.3,954.4,29.7,62
2018/6/18 12:00,0.6351351351351351,west,0.5,955.0,26.9,98
2018/6/21 10:00,0.6351351351351351,west,0.9,959.4,28.6,70
2018/6/21 13:00,0.6351351351351351,west,2.3,959.0,25.6,99
2018/6/22 12:00,0.6351351351351351,west,0.8,958.8,29.8,69
2018/6/30 15:00,0.6351351351351351,west,1.0,954.4,30.5,65
2018/7/4 05:00,0.6351351351351351,west,0.3,955.3,22.4,99
2018/7/10 19:00,0.6351351351351351,west,1.6,951.7,27.6,83
2018/7/11 15:00,0.6351351351351351,west,2.1,953.1,29.7,78
2018/7/12 11:00,0.6351351351351351,west,1.3,957.7,28.4,76
2018/7/12 13:00,0.6351351351351351,west,0.7,957.1,28.8,82
2018/7/14 01:00,0.6351351351351351,west,0.3,957.7,22.9,99
2018/7/14 10:00,0.6351351351351351,west,0.6,957.1,30.5,53
2018/7/15 11:00,0.6351351351351351,west,1.2,957.3,28.1,64
2018/7/15 12:00,0.6351351351351351,west,1.1,956.9,29.7,59
2018/7/17 16:00,0.6351351351351351,west,2.3,952.3,32.0,75
2018/7/17 17:00,0.6351351351351351,west,2.1,952.3,31.3,75
2018/7/17 18:00,0.6351351351351351,west,1.8,952.9,30.3,82
2018/7/19 11:00,0.6351351351351351,west,2.4,956.8,31.3,64
2018/7/21 11:00,0.6351351351351351,west,2.5,952.2,31.0,60
2018/7/23 11:00,0.6351351351351351,west,1.4,955.9,29.0,79
2018/7/25 11:00,0.6351351351351351,west,1.8,958.9,30.0,66
2018/7/26 15:00,0.6351351351351351,west,2.3,956.6,31.7,68
2018/7/29 14:00,0.6351351351351351,west,2.3,955.4,31.8,58
2018/8/1 13:00,0.6351351351351351,west,2.3,955.1,32.6,54
2018/8/1 17:00,0.6351351351351351,west,2.3,953.4,31.1,67
2018/8/1 20:00,0.6351351351351351,west,1.1,955.5,28.4,88
2018/8/2 08:00,0.6351351351351351,west,1.1,956.6,26.3,97
2018/8/5 10:00,0.6351351351351351,west,1.3,957.5,30.1,73
2018/8/6 07:00,0.6351351351351351,west,0.5,958.3,23.4,99
2018/8/16 09:00,0.6351351351351351,west,1.1,954.2,25.9,99
2018/8/17 12:00,0.6351351351351351,west,2.3,951.4,29.8,68
2018/8/20 14:00,0.6351351351351351,west,1.9,953.5,31.2,65
2018/8/20 17:00,0.6351351351351351,west,2.3,953.5,25.9,99
2018/8/20 19:00,0.6351351351351351,west,0.5,953.5,23.8,99
2018/8/21 14:00,0.6351351351351351,west,1.7,950.4,32.2,59
2018/8/25 08:00,0.6351351351351351,west,0.4,950.8,-1.0,-1
2018/8/27 12:00,0.6351351351351351,west,2.2,954.6,-1.0,-1
2018/9/2 12:00,0.6351351351351351,west,2.3,958.0,30.2,56
2018/9/4 13:00,0.6351351351351351,west,2.2,955.2,31.3,52
2018/9/4 14:00,0.6351351351351351,west,2.5,954.5,32.0,52
2018/9/4 16:00,0.6351351351351351,west,2.5,954.2,31.4,58
2018/9/9 18:00,0.6351351351351351,west,1.7,958.1,26.3,78
2018/9/11 11:00,0.6351351351351351,west,0.8,959.9,28.7,68
2018/9/29 00:00,0.6351351351351351,west,0.8,956.1,23.7,82
2018/9/29 15:00,0.6351351351351351,west,1.7,953.4,28.0,61
2018/11/1 02:00,0.6351351351351351,west,0.4,961.6,19.6,94
2018/11/1 09:00,0.6351351351351351,west,0.7,963.6,21.1,86
2018/11/2 14:00,0.6351351351351351,west,1.7,962.4,25.6,59
2018/11/10 19:00,0.6351351351351351,west,1.4,967.6,23.1,81
2018/11/27 00:00,0.6351351351351351,west,0.5,967.2,17.2,97
2018/11/27 04:00,0.6351351351351351,west,0.4,966.8,17.3,97
2018/11/28 06:00,0.6351351351351351,west,1.2,967.7,18.7,98
2018/11/28 08:00,0.6351351351351351,west,0.3,968.7,18.9,97
2018/11/28 14:00,0.6351351351351351,west,1.5,966.5,22.5,78
2018/12/7 22:00,0.6351351351351351,west,0.4,968.5,20.8,76
2018/12/8 04:00,0.6351351351351351,west,0.6,967.3,18.8,87
2018/1/3 11:00,0.6216216216216216,west,0.6,968.4,21.0,63
2018/1/6 08:00,0.6216216216216216,west,0.6,964.3,18.4,99
2018/1/10 17:00,0.6216216216216216,west,1.9,969.0,14.4,67
2018/1/12 00:00,0.6216216216216216,west,0.3,972.4,8.2,99
2018/1/12 06:00,0.6216216216216216,west,0.3,972.6,7.5,99
2018/1/13 22:00,0.6216216216216216,west,0.6,972.8,8.7,93
2018/1/20 05:00,0.6216216216216216,west,0.6,964.4,18.4,99
2018/1/20 07:00,0.6216216216216216,west,0.7,965.5,18.1,99
2018/1/23 15:00,0.6216216216216216,west,1.8,961.0,25.4,36
2018/2/1 19:00,0.6216216216216216,west,0.7,966.3,13.3,99
2018/2/3 22:00,0.6216216216216216,west,1.7,970.4,8.7,99
2018/2/11 23:00,0.6216216216216216,west,1.5,970.7,13.4,99
2018/2/12 00:00,0.6216216216216216,west,2.3,971.2,12.8,99
2018/2/12 15:00,0.6216216216216216,west,1.6,969.6,18.0,71
2018/2/21 10:00,0.6216216216216216,west,0.9,963.5,23.3,67
2018/2/21 17:00,0.6216216216216216,west,1.1,961.0,23.7,63
2018/2/23 17:00,0.6216216216216216,west,1.3,965.7,20.2,81
2018/2/24 18:00,0.6216216216216216,west,1.4,966.9,21.1,78
2018/2/28 09:00,0.6216216216216216,west,0.3,964.4,17.8,86
2018/3/1 20:00,0.6216216216216216,west,0.5,962.6,20.4,84
2018/3/6 16:00,0.6216216216216216,west,2.4,964.3,23.9,78
2018/3/9 16:00,0.6216216216216216,west,1.3,966.8,14.6,81
2018/3/10 00:00,0.6216216216216216,west,0.4,969.3,12.6,99
2018/3/14 12:00,0.6216216216216216,west,1.1,965.3,25.2,43
2018/3/16 18:00,0.6216216216216216,west,1.3,963.3,22.3,86
2018/3/25 12:00,0.6216216216216216,west,2.5,968.7,23.1,39
2018/3/27 17:00,0.6216216216216216,west,2.4,962.6,23.6,61
2018/3/28 17:00,0.6216216216216216,west,2.1,961.4,25.0,57
2018/3/29 18:00,0.6216216216216216,west,1.8,962.2,22.9,73
2018/3/31 13:00,0.6216216216216216,west,2.3,961.7,25.4,56
2018/4/1 14:00,0.6216216216216216,west,1.1,961.8,25.9,55
2018/4/2 19:00,0.6216216216216216,west,1.2,963.0,22.8,66
2018/4/4 09:00,0.6216216216216216,west,0.3,964.7,21.3,78
2018/4/8 21:00,0.6216216216216216,west,0.4,968.9,16.2,89
2018/4/10 16:00,0.6216216216216216,west,2.0,962.4,27.6,42
2018/4/21 13:00,0.6216216216216216,west,1.9,962.8,28.0,54
2018/4/22 15:00,0.6216216216216216,west,2.5,960.0,29.5,56
2018/4/22 21:00,0.6216216216216216,west,0.5,962.1,24.1,88
2018/4/26 10:00,0.6216216216216216,west,1.6,963.7,24.7,82
2018/4/30 11:00,0.6216216216216216,west,2.1,964.7,27.7,70
2018/4/30 12:00,0.6216216216216216,west,1.1,964.1,28.8,59
2018/5/1 16:00,0.6216216216216216,west,2.2,961.7,28.8,72
2018/5/2 17:00,0.6216216216216216,west,2.1,961.1,29.5,70
2018/5/2 21:00,0.6216216216216216,west,1.0,962.7,24.6,99
2018/5/3 07:00,0.6216216216216216,west,0.5,964.5,24.0,99
2018/5/4 05:00,0.6216216216216216,west,1.0,964.4,22.3,99
2018/5/11 05:00,0.6216216216216216,west,0.3,964.0,21.2,99
2018/5/13 14:00,0.6216216216216216,west,2.1,961.0,29.8,60
2018/5/13 17:00,0.6216216216216216,west,2.0,960.2,28.3,75
2018/5/14 15:00,0.6216216216216216,west,2.2,959.7,31.2,57
2018/5/14 20:00,0.6216216216216216,west,0.4,961.3,26.4,83
2018/5/19 18:00,0.6216216216216216,west,1.9,957.8,29.1,76
2018/5/22 11:00,0.6216216216216216,west,1.8,962.1,30.1,62
2018/5/22 20:00,0.6216216216216216,west,0.3,961.1,27.0,76
2018/5/22 21:00,0.6216216216216216,west,0.5,961.6,26.0,86
2018/5/22 22:00,0.6216216216216216,west,0.5,962.0,25.1,94
2018/5/30 06:00,0.6216216216216216,west,0.5,962.6,24.1,99
2018/6/8 18:00,0.6216216216216216,west,0.9,952.8,30.2,72
2018/6/9 05:00,0.6216216216216216,west,0.4,952.3,23.9,99
2018/6/13 23:00,0.6216216216216216,west,0.7,950.4,25.1,95
2018/7/15 16:00,0.6216216216216216,west,2.1,956.0,29.4,77
2018/7/23 14:00,0.6216216216216216,west,2.4,955.3,28.0,90
2018/8/7 11:00,0.6216216216216216,west,1.6,955.4,31.2,60
2018/8/8 17:00,0.6216216216216216,west,2.5,954.2,29.9,74
2018/9/20 11:00,0.6216216216216216,west,1.4,961.6,30.1,54
2018/9/20 20:00,0.6216216216216216,west,0.7,961.9,26.5,82
2018/9/22 04:00,0.6216216216216216,west,0.5,963.9,24.5,87
2018/9/22 15:00,0.6216216216216216,west,2.3,962.7,30.7,55
2018/9/27 18:00,0.6216216216216216,west,0.6,956.0,27.4,66
2018/10/3 10:00,0.6216216216216216,west,1.1,963.8,25.4,54
2018/10/11 15:00,0.6216216216216216,west,1.4,963.0,26.4,67
2018/11/8 22:00,0.6216216216216216,west,0.4,966.9,22.2,80
2018/11/24 15:00,0.6216216216216216,west,2.3,965.6,26.4,39
2018/12/3 22:00,0.6216216216216216,west,0.4,967.3,17.6,84
2018/12/21 09:00,0.6216216216216216,west,0.4,968.1,15.3,80
2018/12/24 07:00,0.6216216216216216,west,1.4,965.5,18.8,92
2018/1/9 10:00,0.6081081081081081,west,0.5,969.5,13.6,99
2018/1/9 15:00,0.6081081081081081,west,0.4,966.4,14.4,99
2018/1/16 14:00,0.6081081081081081,west,2.2,962.1,23.8,35
2018/1/17 13:00,0.6081081081081081,west,1.6,962.0,25.8,52
2018/1/27 21:00,0.6081081081081081,west,1.1,964.1,16.4,99
2018/1/30 12:00,0.6081081081081081,west,0.7,966.4,15.3,94
2018/2/11 04:00,0.6081081081081081,west,0.6,966.2,15.3,99
2018/2/11 06:00,0.6081081081081081,west,0.7,967.1,14.2,99
2018/2/21 15:00,0.6081081081081081,west,2.1,960.4,25.0,57
2018/2/25 18:00,0.6081081081081081,west,1.6,965.5,21.0,76
2018/3/2 04:00,0.6081081081081081,west,0.9,962.8,17.8,99
2018/3/15 13:00,0.6081081081081081,west,1.8,963.8,24.4,54
2018/3/15 16:00,0.6081081081081081,west,0.9,961.9,24.0,58
2018/3/16 09:00,0.6081081081081081,west,0.4,965.5,18.3,99
2018/3/17 07:00,0.6081081081081081,west,0.7,967.3,16.4,99
2018/3/26 18:00,0.6081081081081081,west,1.0,965.2,20.8,73
2018/3/26 22:00,0.6081081081081081,west,1.1,966.4,18.1,92
2018/4/1 20:00,0.6081081081081081,west,0.7,962.6,22.0,84
2018/4/16 06:00,0.6081081081081081,west,0.4,963.1,18.6,99
2018/4/17 17:00,0.6081081081081081,west,0.3,963.2,25.3,59
2018/4/28 10:00,0.6081081081081081,west,1.2,965.9,24.3,90
2018/5/9 07:00,0.6081081081081081,west,0.8,963.1,21.3,99
2018/5/12 21:00,0.6081081081081081,west,0.5,962.3,24.1,99
2018/5/27 20:00,0.6081081081081081,west,0.7,960.2,28.3,82
2018/5/27 22:00,0.6081081081081081,west,0.8,961.6,27.1,91
2018/5/28 03:00,0.6081081081081081,west,0.4,958.9,24.0,99
2018/6/5 13:00,0.6081081081081081,west,1.2,959.4,32.6,53
2018/6/9 12:00,0.6081081081081081,west,2.5,951.7,31.4,62
2018/6/15 22:00,0.6081081081081081,west,0.6,953.4,25.8,99
2018/6/25 11:00,0.6081081081081081,west,2.1,962.3,30.3,63
2018/7/14 02:00,0.6081081081081081,west,0.3,958.1,22.8,99
2018/7/17 21:00,0.6081081081081081,west,0.6,954.4,27.6,99
2018/7/18 18:00,0.6081081081081081,west,2.4,954.3,30.3,77
2018/7/21 19:00,0.6081081081081081,west,0.8,951.8,23.8,99
2018/7/25 00:00,0.6081081081081081,west,0.3,959.4,22.9,99
2018/7/31 22:00,0.6081081081081081,west,0.7,957.3,26.6,99
2018/8/4 15:00,0.6081081081081081,west,2.3,955.1,32.0,59
2018/8/14 12:00,0.6081081081081081,west,1.8,950.8,30.4,68
2018/8/17 23:00,0.6081081081081081,west,0.9,953.6,23.9,99
2018/8/25 09:00,0.6081081081081081,west,0.6,950.7,-1.0,-1
2018/8/25 10:00,0.6081081081081081,west,0.4,950.6,-1.0,-1
2018/8/26 15:00,0.6081081081081081,west,1.1,950.7,-1.0,-1
2018/8/30 21:00,0.6081081081081081,west,0.4,962.9,24.2,90
2018/9/9 07:00,0.6081081081081081,west,1.4,960.0,22.4,92
2018/9/24 21:00,0.6081081081081081,west,0.9,958.8,25.7,78
2018/9/29 20:00,0.6081081081081081,west,0.6,957.1,24.0,75
2018/10/4 14:00,0.6081081081081081,west,1.8,957.7,25.4,59
2018/10/5 10:00,0.6081081081081081,west,1.1,959.7,24.1,65
2018/10/6 16:00,0.6081081081081081,west,1.9,961.8,28.5,55
2018/10/9 19:00,0.6081081081081081,west,0.8,962.4,25.2,76
2018/11/25 10:00,0.6081081081081081,west,0.3,967.6,22.4,52
2018/11/30 03:00,0.6081081081081081,west,0.3,969.3,15.2,95
2018/12/25 12:00,0.6081081081081081,west,1.9,961.9,28.0,50
2018/12/27 22:00,0.6081081081081081,west,0.3,965.7,17.9,79
2018/1/2 02:00,0.5945945945945945,west,0.6,968.3,15.3,99
2018/1/2 23:00,0.5945945945945945,west,0.3,968.2,15.4,99
2018/1/10 20:00,0.5945945945945945,west,0.8,971.1,10.4,99
2018/1/12 21:00,0.5945945945945945,west,0.6,972.9,8.6,91
2018/1/14 00:00,0.5945945945945945,west,0.4,972.9,7.0,99
2018/1/14 01:00,0.5945945945945945,west,0.6,972.7,6.6,99
2018/1/19 06:00,0.5945945945945945,west,0.5,966.8,18.2,99
2018/1/23 18:00,0.5945945945945945,west,1.0,962.6,20.6,69
2018/1/27 05:00,0.5945945945945945,west,0.4,964.4,15.0,99
2018/1/31 21:00,0.5945945945945945,west,0.8,966.5,14.9,99
2018/2/3 09:00,0.5945945945945945,west,2.2,970.4,10.6,99
2018/2/4 01:00,0.5945945945945945,west,1.5,969.5,8.5,99
2018/2/10 08:00,0.5945945945945945,west,0.4,965.8,15.5,99
2018/2/10 19:00,0.5945945945945945,west,1.6,965.0,20.0,87
2018/2/12 05:00,0.5945945945945945,west,1.0,971.2,12.1,99
2018/2/12 17:00,0.5945945945945945,west,2.0,969.8,16.4,77
2018/2/20 15:00,0.5945945945945945,west,1.5,961.5,28.0,35
2018/2/23 09:00,0.5945945945945945,west,0.8,967.8,16.9,99
2018/2/23 18:00,0.5945945945945945,west,1.4,966.5,19.4,86
2018/2/23 22:00,0.5945945945945945,west,0.5,968.3,16.9,99
